Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2021 JIF,2021 JCI,% of OA Gold,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,JIF Quartile,AIS Quartile,Citable Items,% of Articles in Citable items,Cited Half-Life,Citing Half-Life,Total Articles
JOURNAL OF CONSUMER MARKETING,J CONSUM MARK,0736-3761,2052-1200,BUSINESS - ESCI,4367,NA,0.5,1.23%,NA,NA,NA,NA,NA,183/296,Q3,38.34,0.002,0.353,0.498,NA,NA,Q1,73,94.52%,11.1,10.9,69
International Journal of Advertising,INT J ADVERT,0265-0487,1759-3948,BUSINESS - SSCI,3923,5.888,1.54,8.14%,61/154,6.264,Q2,4.738,0.803,42/296,Q1,85.98,0.004,0.784,1.268,60.71,Q2,Q2,61,98.36%,6.1,8.4,60
Journal of Marketing Theory and Practice,J MARKET THEORY PRAC,1069-6679,1944-7175,BUSINESS - ESCI,3748,NA,0.53,2.26%,NA,NA,NA,NA,NA,175/296,Q3,41.05,0.001,0.191,0.613,NA,NA,Q1,58,93.1%,10.4,10.5,54
JOURNAL OF ADVERTISING RESEARCH,J ADVERTISING RES,0021-8499,1740-1909,BUSINESS - SSCI,3700,3.031,0.84,0%,116/154,4.481,Q3,2.844,0.533,110/296,Q2,63.01,0.002,0.325,1.007,25,Q4,Q2,30,100%,15.7,14.8,30
Journal of Consumer Behaviour,J CONSUM BEHAV,1472-0817,1479-1838,BUSINESS - SSCI,3569,3.199,0.67,8.91%,113/154,4.08,Q3,2.878,0.802,142/296,Q2,52.2,0.002,0.449,0.673,26.95,Q3,Q3,91,97.8%,7.6,9.8,89
JOURNAL OF PUBLIC POLICY & MARKETING,J PUBLIC POLICY MARK,0743-9156,1547-7207,BUSINESS - SSCI,3320,6.435,0.95,9.89%,49/154,6.331,Q2,5.464,2.909,96/296,Q2,67.74,0.002,0.461,1.661,68.51,Q2,Q2,22,100%,11.7,7.5,22
BUSINESS ETHICS QUARTERLY,BUS ETHICS Q,1052-150X,2153-3326,BUSINESS - SSCI,3150,4.697,1.02,20.83%,84/154,6.134,Q2,3.909,0.692,83/296,Q2,72.13,0.001,0.298,1.784,45.78,Q3,Q1,39,100%,12.2,11.6,39
JOURNAL OF INTERNATIONAL MARKETING,J INT MARKETING,1069-031X,1547-7215,BUSINESS - SSCI,3073,4.976,1.5,14.06%,78/154,7.208,Q2,4.244,1.957,43/296,Q1,85.64,0.001,0.271,1.317,49.68,Q3,Q2,23,86.96%,10.9,10.8,20
Asia Pacific Journal of Marketing and Logistics,ASIA PAC J MARKET LO,1355-5855,1758-4248,BUSINESS - SSCI,2889,4.643,0.95,0.27%,85/154,4.412,Q3,3.172,0.793,96/296,Q2,67.74,0.002,0.345,0.417,45.13,Q3,Q4,145,100%,3.8,8.3,145
Marketing Theory,MARKETING THEOR,1470-5931,1741-301X,BUSINESS - SSCI,2694,3.476,0.7,20.73%,106/154,5.078,Q3,2.794,0.947,132/296,Q2,55.57,0.002,0.379,1.319,31.49,Q3,Q2,19,94.74%,10.1,9,18
Journal of Strategic Marketing,J STRATEG MARK,0965-254X,1466-4488,BUSINESS - ESCI,2278,NA,0.87,3%,NA,NA,NA,NA,NA,106/296,Q2,64.36,0.002,0.346,0.647,NA,NA,Q1,88,97.73%,5.6,8.9,86
Journal of Vacation Marketing,J VACAT MARK,1356-7667,1479-1870,BUSINESS - SSCI,2122,4,0.82,0%,99/154,3.827,Q3,3.74,0.735,112/296,Q2,62.33,0.001,0.19,0.622,36.04,Q3,Q3,49,95.92%,10.1,8.2,47
Journal of Islamic Marketing,J ISLAMIC MARK,1759-0833,1759-0841,BUSINESS - ESCI,2070,NA,0.61,0.24%,NA,NA,NA,NA,NA,153/296,Q3,48.48,0.001,0.178,0.213,NA,NA,Q3,134,96.27%,3.8,7.7,129
Australasian Marketing Journal,AUSTRALAS MARK J,1441-3582,1839-3349,BUSINESS - ESCI,1934,NA,1.04,2.14%,NA,NA,NA,NA,NA,79/296,Q2,73.48,0.002,0.343,0.877,NA,NA,Q1,61,100%,4.4,8.2,61
Journal of Macromarketing,J MACROMARKETING,0276-1467,1552-6534,BUSINESS - SSCI,1785,1.979,0.55,7.14%,134/154,2.589,Q4,1.432,0.774,166/296,Q3,44.09,0.001,0.156,0.425,13.31,Q4,Q4,31,93.55%,8.9,9.4,29
Journal of Personal Selling & Sales Management,J PERS SELL SALES M,0885-3134,1557-7813,BUSINESS - ESCI,1727,NA,0.73,4.29%,NA,NA,NA,NA,NA,125/296,Q2,57.94,0.001,0.208,0.936,NA,NA,Q1,21,95.24%,9.8,12,20
Journal of Electronic Commerce Research,J ELECTRON COMMER RE,1526-6133,1938-9027,BUSINESS - SSCI,1657,4,0.67,0%,99/154,3.723,Q3,3.438,0.15,142/296,Q2,52.2,0.001,0.112,0.582,36.04,Q3,Q4,20,100%,9.9,10.1,20
Corporate Communications,CORP COMMUN,1356-3289,1758-6046,BUSINESS - ESCI,1561,NA,0.43,6.62%,NA,NA,NA,NA,NA,200/296,Q3,32.6,0.001,0.223,0.518,NA,NA,Q1,43,97.67%,8.5,9.3,42
Qualitative Market Research,QUAL MARK RES,1352-2752,1758-7646,BUSINESS - ESCI,1523,NA,0.48,2.29%,NA,NA,NA,NA,NA,188/296,Q3,36.66,0.001,0.188,0.506,NA,NA,Q1,26,100%,8.4,9.7,26
CORPORATE REPUTATION REVIEW,CORP REPUT REV,1363-3589,1479-1889,BUSINESS - ESCI,1510,NA,0.36,4.11%,NA,NA,NA,NA,NA,211/296,Q3,28.89,0,0.07,0.344,NA,NA,Q2,31,100%,14.2,12.1,31
Journal of International Consumer Marketing,J INT CONSUM MARK,0896-1530,1528-7068,BUSINESS - ESCI,1277,NA,0.56,6.2%,NA,NA,NA,NA,NA,163/296,Q3,45.1,0.001,0.138,0.415,NA,NA,Q2,39,94.87%,9.1,9.6,37
International Review of Retail Distribution and Consumer Research,INT REV RETAIL DISTR,0959-3969,1466-4402,BUSINESS - ESCI,1235,NA,0.44,20.22%,NA,NA,NA,NA,NA,197/296,Q3,33.61,0.001,0.127,0.401,NA,NA,Q2,21,80.95%,9,7.7,17
Journal of International Entrepreneurship,J INT ENTREP,1570-7385,1573-7349,BUSINESS - ESCI,1181,NA,0.69,24.59%,NA,NA,NA,NA,NA,135/296,Q2,54.56,0.001,0.143,0.692,NA,NA,Q1,20,80%,8.4,11.9,16
JOURNAL OF FOOD PRODUCTS MARKETING,J FOOD PROD MARK,1045-4446,1540-4102,BUSINESS - ESCI,1075,NA,0.57,6.32%,NA,NA,NA,NA,NA,160/296,Q3,46.11,0.001,0.188,0.397,NA,NA,Q2,23,100%,4.7,7.2,23
Journal of Marketing for Higher Education,J MARK HIGH EDUC,0884-1241,1540-7144,BUSINESS - SSCI,1052,3.906,1.34,6.38%,101/154,4.495,Q3,2.132,0.293,61/296,Q1,79.56,0,0.107,0.542,34.74,Q3,Q4,41,95.12%,7,9.3,39
Journal of Social Entrepreneurship,J SOC ENTREP,1942-0676,1942-0684,BUSINESS - ESCI,1043,NA,0.71,7.14%,NA,NA,NA,NA,NA,130/296,Q2,56.25,0.001,0.146,0.59,NA,NA,Q1,53,92.45%,5.7,9.4,49
Consumption Markets & Culture,CONSUMP MARK CULT,1025-3866,1477-223X,BUSINESS - SSCI,1010,2.46,0.48,14.41%,129/154,2.307,Q4,2.161,0.75,188/296,Q3,36.66,0.001,0.291,0.796,16.56,Q4,Q3,24,100%,7,10.3,24
Sport Marketing Quarterly,SPORT MARKET Q,1061-6934,1557-2528,BUSINESS - SSCI,1010,2.395,0.57,0%,130/154,2.602,Q4,2.263,0.292,160/296,Q3,46.11,0,0.088,0.463,15.91,Q4,Q4,24,100%,12.1,11.9,24
International Journal of Nonprofit and Voluntary Sector Marketing,INT J NONPROFIT VOLU,1465-4520,1479-103X,BUSINESS - ESCI,957,NA,0.21,7.06%,NA,NA,NA,NA,NA,240/296,Q4,19.09,0,0.077,0.272,NA,NA,Q2,14,92.86%,11.1,9.2,13
Clothing and Textiles Research Journal,CLOTH TEXT RES J,0887-302X,1940-2473,BUSINESS - SSCI,949,0.985,0.48,2.11%,147/154,1.528,Q4,0.866,0.643,188/296,Q3,36.66,0,0.067,0.257,4.87,Q4,Q4,28,96.43%,13.5,8.6,27
Measuring Business Excellence,MEAS BUS EXCELL,1368-3047,1758-8057,BUSINESS - ESCI,934,NA,0.5,3.42%,NA,NA,NA,NA,NA,183/296,Q3,38.34,0,0.068,0.26,NA,NA,Q3,57,92.98%,8.8,9.4,53
Journal of Internet Commerce,J INTERNET COMMER,1533-2861,1533-287X,BUSINESS - ESCI,918,NA,0.82,3.8%,NA,NA,NA,NA,NA,112/296,Q2,62.33,0.001,0.13,0.65,NA,NA,Q1,38,86.84%,5.2,7.6,33
International Journal of Gender and Entrepreneurship,INT J GEND ENTREP,1756-6266,1756-6274,BUSINESS - ESCI,883,NA,0.72,5.71%,NA,NA,NA,NA,NA,126/296,Q2,57.6,0.001,0.111,0.578,NA,NA,Q1,34,97.06%,7.2,8.3,33
Young Consumers,YOUNG CONSUM,1758-7212,1747-3616,BUSINESS - ESCI,866,NA,0.58,1.9%,NA,NA,NA,NA,NA,159/296,Q3,46.45,0.001,0.129,0.461,NA,NA,Q1,49,97.96%,5.2,7.9,48
Journal of Social Marketing,J SOC MARKET,2042-6763,2042-6771,BUSINESS - SSCI,833,4.115,0.56,4.55%,98/154,4.026,Q3,3.231,0.222,163/296,Q3,45.1,0.001,0.122,0.516,36.69,Q3,Q4,36,88.89%,5.4,8.6,32
Multinational Business Review,MULTINATL BUS REV,1525-383X,2054-1686,BUSINESS - SSCI,803,3.018,0.61,1.22%,117/154,3.469,Q3,2.464,0.692,153/296,Q3,48.48,0.001,0.136,0.591,24.35,Q4,Q4,26,96.15%,5.8,10.2,25
Social Enterprise Journal,SOC ENTERP J,1750-8614,1750-8533,BUSINESS - ESCI,783,NA,0.51,7.53%,NA,NA,NA,NA,NA,180/296,Q3,39.36,0.001,0.117,0.504,NA,NA,Q1,45,95.56%,6.6,8.6,43
Journal of Nonprofit & Public Sector Marketing,J NONPROFIT PUBLIC S,1049-5142,1540-6997,BUSINESS - ESCI,759,NA,0.32,6.48%,NA,NA,NA,NA,NA,215/296,Q3,27.53,0,0.102,0.386,NA,NA,Q2,39,97.44%,8.5,11.7,38
Journal of Global Fashion Marketing,J GLOB FASH MARK,2093-2685,2325-4483,BUSINESS - ESCI,754,NA,0.72,2.41%,NA,NA,NA,NA,NA,126/296,Q2,57.6,0.001,0.115,0.477,NA,NA,Q1,34,97.06%,5,7.7,33
Journal of Developmental Entrepreneurship,J DEV ENTREP,1084-9467,1793-706X,BUSINESS - ESCI,749,NA,0.23,0%,NA,NA,NA,NA,NA,236/296,Q4,20.44,0,0.046,0.17,NA,NA,Q3,28,100%,10.8,9.6,28
Social Marketing Quarterly,SOC MARK Q,1524-5004,1539-4093,BUSINESS - ESCI,710,NA,0.6,4.92%,NA,NA,NA,NA,NA,156/296,Q3,47.47,0,0.105,0.529,NA,NA,Q1,21,95.24%,6.9,8.8,20
BUSINESS AND SOCIETY REVIEW,BUS SOC REV,0045-3609,1467-8594,BUSINESS - ESCI,703,NA,0.19,5.97%,NA,NA,NA,NA,NA,246/296,Q4,17.06,0,0.074,0.324,NA,NA,Q2,22,100%,14.1,9.5,22
Journal of International Business Policy,J INT BUS POLICY,2522-0691,2522-0705,BUSINESS - ESCI,680,NA,1.66,23.75%,NA,NA,NA,NA,NA,37/296,Q1,87.67,0.002,0.406,4.142,NA,NA,Q1,41,97.56%,2.3,6.1,40
JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION,J BUS TECH COMMUN,1050-6519,1552-4574,BUSINESS - SSCI,663,2.109,0.6,7.25%,132/154,2.273,Q4,1.945,0.071,156/296,Q3,47.47,0.001,0.127,0.63,14.61,Q4,Q3,14,100%,9.2,11.1,14
International Journal of Engineering Business Management,INT J ENG BUS MANAG,1847-9790,1847-9790,BUSINESS - ESCI,624,NA,0.53,97.03%,NA,NA,NA,NA,NA,175/296,Q3,41.05,0,0.099,0.325,NA,NA,Q2,30,73.33%,3.9,7.3,22
Journal of Global Scholars of Marketing Science,J GLOB SCHOLARS MARK,2163-9159,2163-9167,BUSINESS - ESCI,562,NA,0.52,3.08%,NA,NA,NA,NA,NA,178/296,Q3,40.03,0,0.094,0.329,NA,NA,Q2,71,95.77%,3.9,11.7,68
Entrepreneurship Research Journal,ENTREP RES J,2194-6175,2157-5665,BUSINESS - SSCI,538,2.61,0.37,2.8%,124/154,3.16,Q4,2.22,0.5,210/296,Q3,29.22,0,0.071,0.431,19.81,Q4,Q4,66,98.48%,5.4,12.2,65
International Journal of Indian Culture and Business Management,INT J INDIAN CULT BU,1753-0806,1753-0814,BUSINESS - ESCI,516,NA,0.25,0%,NA,NA,NA,NA,NA,232/296,Q4,21.79,0,0.025,0.045,NA,NA,Q4,82,97.56%,4.2,10.4,80
International Journal of the Economics of Business,INT J ECON BUS,1357-1516,1466-1829,BUSINESS - ESCI,488,NA,0.24,9.72%,NA,NA,NA,NA,NA,235/296,Q4,20.78,0,0.088,0.39,NA,NA,Q2,15,93.33%,12.2,11.3,14
Journal of Current Issues and Research In Advertising,J CURR ISS RES AD,1064-1734,2164-7313,BUSINESS - ESCI,471,NA,0.68,1.33%,NA,NA,NA,NA,NA,137/296,Q2,53.89,0,0.084,NA,NA,NA,NA,31,100%,6.6,11.3,31
Review of International Business and Strategy,REV INT BUS STRATEGY,2059-6014,1758-8529,BUSINESS - ESCI,457,NA,0.57,4.17%,NA,NA,NA,NA,NA,160/296,Q3,46.11,0,0.094,0.362,NA,NA,Q2,42,85.71%,3.7,9.8,36
Transnational Corporations Review,TRANSNATL CORP REV,1918-6444,1925-2099,BUSINESS - ESCI,439,NA,0.46,0.88%,NA,NA,NA,NA,NA,193/296,Q3,34.97,0,0.089,0.286,NA,NA,Q2,40,97.5%,2.7,8.5,39
Journal of Entrepreneurship,J ENTREP,0971-3557,0973-0745,BUSINESS - ESCI,431,NA,0.53,2.56%,NA,NA,NA,NA,NA,175/296,Q3,41.05,0,0.052,0.429,NA,NA,Q2,12,91.67%,7.4,9.4,11
Journal of Industry Competition & Trade,J IND COMPET TRADE,1566-1679,1573-7012,BUSINESS - ESCI,421,NA,0.25,17.58%,NA,NA,NA,NA,NA,232/296,Q4,21.79,0,0.094,0.324,NA,NA,Q2,23,100%,8.3,13.4,23
International Review on Public and Nonprofit Marketing,INT REV PUB NON MARK,1865-1984,1865-1992,BUSINESS - ESCI,412,NA,0.42,16.35%,NA,NA,NA,NA,NA,202/296,Q3,31.93,0,0.07,NA,NA,NA,NA,52,98.08%,4.3,9.8,51
Journal of Marketing Channels,J MARK CHANNELS,1046-669X,1540-7039,BUSINESS - ESCI,408,NA,0.11,5.56%,NA,NA,NA,NA,NA,265/296,Q4,10.64,0,0.039,NA,NA,NA,NA,0,NA,10.4,NA,0
Future Business Journal,FUTUR BUS J,2314-7202,2314-7210,BUSINESS - ESCI,395,NA,0.63,100%,NA,NA,NA,NA,NA,149/296,Q3,49.83,0,0.097,0.527,NA,NA,Q1,66,90.91%,3.7,8.4,60
Recherche et Applications en Marketing-English Edition,RECH APPL MARKET-ENG,2051-5707,2051-5707,BUSINESS - ESCI,393,NA,0.14,0%,NA,NA,NA,NA,NA,262/296,Q4,11.66,0,0.061,0.251,NA,NA,Q3,15,100%,7.8,10,15
Asia Pacific Journal of Innovation and Entrepreneurship,ASIA PAC J INNOV ENT,2071-1395,2398-7812,BUSINESS - ESCI,386,NA,0.64,89.29%,NA,NA,NA,NA,NA,146/296,Q2,50.84,0,0.089,0.405,NA,NA,Q2,8,100%,3.7,7.1,8
Journal of Enterprising Culture,J ENTERP CULT,0218-4958,1793-6330,BUSINESS - ESCI,381,NA,0.19,0%,NA,NA,NA,NA,NA,246/296,Q4,17.06,0,0.043,0.263,NA,NA,Q3,16,100%,8.2,13.4,16
Business Strategy and Development,BUS STRATEGY DEV,NA,2572-3170,BUSINESS - ESCI,315,NA,0.55,10.07%,NA,NA,NA,NA,NA,166/296,Q3,44.09,0,0.076,NA,NA,NA,NA,31,96.77%,1.9,7.5,30
South Asian Journal of Business Studies,S ASIAN J BUS STUD,2398-628X,2398-6298,BUSINESS - ESCI,307,NA,0.5,0%,NA,NA,NA,NA,NA,183/296,Q3,38.34,0,0.066,0.325,NA,NA,Q2,39,100%,2.6,10.3,39
Journal of Research in Marketing and Entrepreneurship,J RES MARK ENTREP,1471-5201,1471-521X,BUSINESS - ESCI,303,NA,0.41,0%,NA,NA,NA,NA,NA,205/296,Q3,30.91,0,0.035,0.254,NA,NA,Q3,20,100%,6,10.2,20
Small Enterprise Research,SMALL ENTERP RES,1321-5906,1175-0979,BUSINESS - ESCI,297,NA,0.32,5.8%,NA,NA,NA,NA,NA,215/296,Q3,27.53,0,0.052,0.248,NA,NA,Q3,31,96.77%,5.6,7.7,30
Journal of Marketing Analytics,J MARK ANAL,2050-3318,2050-3326,BUSINESS - ESCI,296,NA,0.38,6.02%,NA,NA,NA,NA,NA,207/296,Q3,30.24,0,0.052,NA,NA,NA,NA,45,97.78%,2.7,9.1,44
Journal of Entrepreneurship Management and Innovation,J ENTREP MANAG INNOV,2299-7075,2299-7326,BUSINESS - ESCI,286,NA,0.43,100%,NA,NA,NA,NA,NA,200/296,Q3,32.6,0,0.049,0.197,NA,NA,Q3,29,86.21%,3.3,10.8,25
Business and Human Rights Journal,BUS HUM RIGHTS J,2057-0198,2057-0201,BUSINESS - ESCI,284,NA,1.37,20.88%,NA,NA,NA,NA,NA,54/296,Q1,81.93,0.001,0.16,0.827,NA,NA,Q1,46,97.83%,3.3,5.3,45
Journal of Electronic Commerce in Organizations,J ELECTRON COMMER OR,1539-2937,1539-2929,BUSINESS - ESCI,248,NA,0.2,0%,NA,NA,NA,NA,NA,243/296,Q4,18.07,0,0.027,0.117,NA,NA,Q4,20,85%,8.1,10.1,17
Management Theory and Studies for Rural Business and Infrastructure Development,MANAG THEORY STUD RU,1822-6760,2345-0355,BUSINESS - ESCI,247,NA,0.19,100%,NA,NA,NA,NA,NA,246/296,Q4,17.06,0,0.044,0.094,NA,NA,Q4,51,100%,2.9,6.4,51
International Journal of Business,INT J BUS,1083-4346,1083-4346,BUSINESS - ESCI,242,NA,0.11,0%,NA,NA,NA,NA,NA,265/296,Q4,10.64,0,0.035,0.154,NA,NA,Q3,22,100%,8.7,15,22
Journal of Historical Research in Marketing,J HIST RES MARKETING,1755-750X,1755-7518,BUSINESS - ESCI,229,NA,0.11,0%,NA,NA,NA,NA,NA,265/296,Q4,10.64,0,0.045,0.184,NA,NA,Q3,17,88.24%,8.4,15.1,15
Pacific Business Review International,PAC BUS REV INT,0974-438X,0974-438X,BUSINESS - ESCI,215,NA,0.03,0%,NA,NA,NA,NA,NA,286/296,Q4,3.55,0,0.039,0.022,NA,NA,Q4,142,95.77%,4.8,10.5,136
American Journal of Business,AM J BUS,1935-519X,1935-5181,BUSINESS - ESCI,209,NA,0.16,0%,NA,NA,NA,NA,NA,254/296,Q4,14.36,0,0.032,0.292,NA,NA,Q2,13,92.31%,7.6,10.8,12
Journal of East-West Business,J EAST-WEST BUS,1066-9868,1528-6959,BUSINESS - ESCI,205,NA,0.22,0%,NA,NA,NA,NA,NA,237/296,Q4,20.1,0,0.037,0.219,NA,NA,Q3,12,100%,5.6,10.5,12
International Review of Entrepreneurship,INT REV ENTREP,2009-2822,2009-2822,BUSINESS - ESCI,194,NA,0.19,0%,NA,NA,NA,NA,NA,246/296,Q4,17.06,0,0.046,0.21,NA,NA,Q3,NA,NA,5.6,NA,NA
Pacific Rim Property Research Journal,PAC RIM PROP RES J,1444-5921,2201-6716,BUSINESS - ESCI,191,NA,0.2,0%,NA,NA,NA,NA,NA,243/296,Q4,18.07,0,0.033,0.23,NA,NA,Q3,13,100%,6.7,10.1,13
Central European Business Review,CENT EUR BUS REV,NA,1805-4862,BUSINESS - ESCI,162,NA,0.33,98.61%,NA,NA,NA,NA,NA,214/296,Q3,27.87,0,0.025,NA,NA,NA,NA,27,100%,2.6,8.9,27
Journal of World Energy Law & Business,J WORLD ENERGY LAW B,1754-9957,1754-9965,BUSINESS - SSCI,159,0.403,0.48,6.45%,152/154,0.591,Q4,0.343,0.115,188/296,Q3,36.66,0,0.053,0.162,1.62,Q4,Q4,26,96.15%,5.1,5.7,25
International Journal of Business Environment,INT J BUS ENVIRON,1740-0589,1740-0597,BUSINESS - ESCI,157,NA,0.29,0%,NA,NA,NA,NA,NA,221/296,Q3,25.51,0,0.022,0.137,NA,NA,Q3,20,100%,5,9.3,20
Cuadernos de Gestion,CUAD GEST,1131-6837,1988-2157,BUSINESS - ESCI,144,NA,0.29,90.16%,NA,NA,NA,NA,NA,221/296,Q3,25.51,0,0.025,0.154,NA,NA,Q3,22,90.91%,4.8,9.7,20
International Journal of Innovation,INT J INNOV,2318-9975,2318-9975,BUSINESS - ESCI,144,NA,0.15,90.41%,NA,NA,NA,NA,NA,258/296,Q4,13.01,0,0.024,0.099,NA,NA,Q4,24,91.67%,4.1,8.3,22
Gadjah Mada international journal of business,GADJAH MADA INT J BU,1411-1128,2338-7238,BUSINESS - ESCI,138,NA,0.15,79.07%,NA,NA,NA,NA,NA,258/296,Q4,13.01,0,0.018,0.122,NA,NA,Q3,15,100%,6.4,10.5,15
Journal of Intelligence Studies in Business,J INTELL STUD BUS,2001-015X,2001-015X,BUSINESS - ESCI,138,NA,0.19,22.22%,NA,NA,NA,NA,NA,246/296,Q4,17.06,0,0.019,0.129,NA,NA,Q3,15,100%,4.7,8.6,15
Foundations and Trends in Marketing,FOUND TRENDS MARKET,1555-0753,1555-0761,BUSINESS - ESCI,127,NA,0.22,58.82%,NA,NA,NA,NA,NA,237/296,Q4,20.1,0,0.025,NA,NA,NA,NA,1,100%,11.1,10,1
Accounting History Review,ACCOUNT HIST REV,2155-2851,2155-286X,BUSINESS - ESCI,125,NA,0.28,0%,NA,NA,NA,NA,NA,225/296,Q4,24.16,0,0.059,0.496,NA,NA,Q1,7,100%,5.7,27.1,7
Review of Business,REV BUS,0034-6454,0034-6454,BUSINESS - ESCI,119,NA,0.12,0%,NA,NA,NA,NA,NA,264/296,Q4,10.98,0,0.01,NA,NA,NA,NA,8,100%,20.9,11.3,8
AD-minister,AD-MINIST,1692-0279,2256-4322,BUSINESS - ESCI,115,NA,0.11,80.95%,NA,NA,NA,NA,NA,265/296,Q4,10.64,0,0.027,0.162,NA,NA,Q3,15,93.33%,4.5,9,14
International Journal of Online Marketing,INT J ONLINE MARKET,2156-1753,2156-1745,BUSINESS - ESCI,109,NA,0.11,0%,NA,NA,NA,NA,NA,265/296,Q4,10.64,0,0.012,0.066,NA,NA,Q4,18,100%,6.4,9.9,18
Suma de Negocios,SUMA NEG,2215-910X,2027-5692,BUSINESS - ESCI,108,NA,0.05,100%,NA,NA,NA,NA,NA,276/296,Q4,6.93,0,0.028,0.142,NA,NA,Q3,1,100%,5.6,NA,1
Journal for International Business and Entrepreneurship Development,J INT BUS ENTREP DEV,1549-9324,1747-6763,BUSINESS - ESCI,94,NA,0.15,0%,NA,NA,NA,NA,NA,258/296,Q4,13.01,0,0.016,NA,NA,NA,NA,16,93.75%,NA,10.4,15
Market-Trziste,MARK-TRZ,0353-4790,1849-1383,BUSINESS - ESCI,92,NA,0.09,96.08%,NA,NA,NA,NA,NA,272/296,Q4,8.28,0,0.013,0.095,NA,NA,Q4,19,100%,NA,9.7,19
Revue Internationale PME,REV INT PME,0776-5436,0776-5436,BUSINESS - ESCI,79,NA,0.06,20.41%,NA,NA,NA,NA,NA,275/296,Q4,7.26,0,0.013,0.059,NA,NA,Q4,10,100%,NA,10.3,10
Revista de Gestao e Projetos,REV GES PROJ,2236-0972,2236-0972,BUSINESS - ESCI,76,NA,0.07,65.28%,NA,NA,NA,NA,NA,274/296,Q4,7.6,0,0.015,0.06,NA,NA,Q4,25,92%,NA,7.8,23
Biznes Informatika-Business Informatics,BIZN INFORM,1998-0663,1998-0663,BUSINESS - ESCI,69,NA,0.13,100%,NA,NA,NA,NA,NA,263/296,Q4,11.32,0,0.02,0.07,NA,NA,Q4,23,95.65%,NA,6.2,22
WPOM-Working Papers on Operations Management,WPOM-WORKING PAP OPE,1989-9068,1989-9068,BUSINESS - ESCI,66,NA,0.26,84%,NA,NA,NA,NA,NA,230/296,Q4,22.47,0,0.006,0.048,NA,NA,Q4,10,90%,NA,6.1,9
Arts and the Market,ARTS MARK,2056-4945,2056-4953,BUSINESS - ESCI,58,NA,0.17,8.16%,NA,NA,NA,NA,NA,253/296,Q4,14.7,0,0.021,0.157,NA,NA,Q3,20,100%,NA,11.4,20
Revista Brasileira de Inovacao,REV BRAS INOV,1677-2504,2178-2822,BUSINESS - ESCI,57,NA,0.05,92.45%,NA,NA,NA,NA,NA,276/296,Q4,6.93,0,0.005,0.033,NA,NA,Q4,17,100%,NA,10.4,17
ESIC Market,ESIC MARK,0212-1867,1989-3574,BUSINESS - ESCI,48,NA,0.11,88.89%,NA,NA,NA,NA,NA,265/296,Q4,10.64,0,0.007,0.047,NA,NA,Q4,12,100%,NA,8.2,12
African Journal of Business Ethics,AFR J BUS ETHICS,1817-7417,0976-3600,BUSINESS - ESCI,44,NA,0.09,80%,NA,NA,NA,NA,NA,272/296,Q4,8.28,0,0.01,0.125,NA,NA,Q3,3,100%,NA,6.5,3
Business Ethics the Environment & Responsibility,BUS ETHICS ENV RESP,2694-6416,2694-6424,BUSINESS - SSCI,35,NA,0.21,24.72%,NA,NA,NA,NA,0.417,240/296,Q4,19.09,0,0.002,NA,NA,NA,NA,72,94.44%,NA,9.6,68
Casopis za Ekonomiju i Trzisne Komunikacije,CAS EKON TRZ KOMUN,2232-8823,2232-9633,BUSINESS - ESCI,34,NA,0.05,96.67%,NA,NA,NA,NA,NA,276/296,Q4,6.93,0,0.003,0.012,NA,NA,Q4,36,100%,NA,9.6,36
Clio America,CLIO AM,1909-941X,2389-7848,BUSINESS - ESCI,34,NA,0.02,76.47%,NA,NA,NA,NA,NA,290/296,Q4,2.2,0,0.018,0.121,NA,NA,Q3,8,100%,NA,9.1,8
Revista de Estudios Empresariales-Segunda Epoca,REV ESTUD EMPRESARIA,0213-8964,1988-9046,BUSINESS - ESCI,31,NA,0.04,51.02%,NA,NA,NA,NA,NA,282/296,Q4,4.9,0,0.003,0.026,NA,NA,Q4,9,100%,NA,8.8,9
Turkish Journal of Business Ethics,TURK J BUS ETHICS,1308-4070,2149-8148,BUSINESS - ESCI,30,NA,0.05,63.27%,NA,NA,NA,NA,NA,276/296,Q4,6.93,0,0.005,0.037,NA,NA,Q4,14,92.86%,NA,12.6,13
Revista Empresa y Humanismo,REV EMPRES HUMANISMO,1139-7608,2254-6413,BUSINESS - ESCI,29,NA,0.03,100%,NA,NA,NA,NA,NA,286/296,Q4,3.55,0,0.01,0.099,NA,NA,Q4,8,87.5%,NA,10.3,7
UCJC Business and Society Review,UCJC BUS SOC REV,1698-5117,2659-3270,BUSINESS - ESCI,28,NA,0.11,0%,NA,NA,NA,NA,NA,265/296,Q4,10.64,0,0.014,0.16,NA,NA,Q3,12,100%,NA,10.1,12
REUNIR-Revista de Administracao Contabilidade e Sustentabilidade,REUNIR-REV ADM CONTA,2237-3667,2237-3667,BUSINESS - ESCI,26,NA,0.02,15.71%,NA,NA,NA,NA,NA,290/296,Q4,2.2,0,0.004,0.015,NA,NA,Q4,13,100%,NA,8,13
